ref_no|name|pointx_class|feature_easting|feature_northing|pos_accuracy|uprn|topo_toid|topo_toid_version|itn_easting|itn_northing|itn_toid|itn_toid_version|distance|address_detail|street_name|locality|geographic_county|postcode|verified_address|admin_boundary|telephone_number|url|brand|qualifier_type|qualifier_data|provenance|supply_date
17135060|St John's Church|06340459|297664|668756|1|200004135367|0001000036252071|6|297685.8|668762.7|4000000005199701|5|22.8||||Lothian|EH48|N|West Lothian||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129180|Muckhart Parish Church|06340459|300068|700979|1|35013068|0001000039342172|4|300101|700958|4000000004466562|9|39.1||||Central|FK14|N|Clackmannanshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129439|Trinity Parish Church|06340459|324684|701511|1|320182223|0001000039424871|8|324668.8|701542.7|4000000004467984|5|35.2||||Fife|KY6|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17129899|Largoward Parish Church|06340459|346934|707707|1|320176245|0001000039602926|5|346979.2|707692.2|4000000004550226|5|47.6||||Fife|KY9|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17130005|St Ninian's Church|06340459|342720|732103|1|9059043682|0001000039569733|4|342720.6|732125.4|4000000004486746|6|22.4||||Tayside|DD4|N|Dundee City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133557|Chapel|06340459|336085|962332|1|130149433|0001000038745019|3|336091.6|962313.5|4000000003375142|8|19.6||||Highland|KW1|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20133581|Chapel|06340459|290955|713470|1|124097470|0001000039329852|4|290950.8|713486.2|4000000004297536|6|16.7||||Tayside|PH3|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20289269|Church|06340459|357527|704859|1|320176144|0001000039663993|4|357503.5|704851.2|4000000004472967|6|24.7||||Fife|KY10|N|Fife||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288701|Church|06340459|215634|944308|1|130149361|0001000038705249|4|215626.1|944321.3|4000000003337472|6|15.5||||Highland|IV27|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17132871|Evangelical Church|06340459|256577|669101|1|906700036362|0001000040364402|3|256566|669090.4|4000000005161834|8|15.3||||Strathclyde|G20|N|Glasgow City||||Religion|Evangelical (Christian)|Ordnance Survey|2015-12-01
17129130|Strathtay Parish Church|06340459|290883|753195|1|124081071|0001000039330259|5|290837.4|753224.8|4000000004304156|7|54.4||||Tayside|PH9|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288647|Church|06340459|447788|1141088|1|30100001750|0001000038648487|3|447769.6|1141083.2|4000000003221556|9|19||||Shetland|ZE1|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17124637|Northmavine Parish Church|06340459|428303|1177122|1|30100004310|0001000038632358|4|428309.1|1177107.4|4000000003219165|7|15.8||||Shetland|ZE2|N|Shetland Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288673|Church|06340459|120581|942491|1|139014305|0001000038686456|5|120577.4|942508.9|4000000003306604|3|18.2||||Outer Hebrides|HS2|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
49138415|Church of St Bernard|06340459|252243|659865|1|906700304152|0001000040223139|5|252275.1|659845.2|4000000005391910|8|37.7||||Strathclyde|G53|N|Glasgow City||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
37197293|Partick Free Church of Scotland|06340459|255357.8|666677.2|1|906700026788|0001000040320295|3|255372.2|666680.3|4000000005145805|6|14.8||Crow Road|Partick|Strathclyde|G11|N|Glasgow City||||Religion|Church of Scotland (Christian)|PointX|2015-12-01
41246549|Newtown St Boswells Parish Church|06340459|358056.7|631520.8|1|116056452|0001000036800336|5|358065.5|631512.9|4000000006283470|7|11.8||Newtown St. Boswells|Melrose|Scottish Borders|TD6|N|Scottish Borders||||Religion|Not Identified (Christian)|PointX|2015-12-01
41250111|Parish Church of Forfar (East and Old Parish Church)|06340459|345723.2|750612.2|1|117108038|0001000039599830|7|345720|750641|4000000004500887|7|29||East High Street|Forfar|Tayside|DD8|N|Angus||||Religion|Not Identified (Christian)|PointX|2015-12-01
41248889|Larbert Old Church|06340459|285632.2|682217.9|1|136003001|0001000036110835|3|285624.3|682271.3|4000000005426577|2|53.9||Denny Road|Larbert|Central|FK5|N|Falkirk||||Religion|Not Identified (Christian)|PointX|2015-12-01
41252622|Lochmaddy and Trumisgarry Church|06340459|91821|868489|1|139013943|0001000038755932|4|91826.8|868476.4|5000005136413913|1|13.8||Lochmaddy|Isle of North Uist|Outer Hebrides|HS6|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|PointX|2015-12-01
41250941|Heriot Parish Church|06340459|339041.3|652569|1|116056195|0001000036721870|5|339007.3|652623.2|4000000006393461|1|64|||Heriot, Midlothian|Scottish Borders|EH38|N|Scottish Borders||||Religion|Not Identified (Christian)|PointX|2015-12-01
41247809|Ednam Parish Church|06340459|373693.7|637158.9|1|116049700|0001000036830737|3|373708.5|637161.2|4000000006353908|4|15||Ednam|Kelso|Scottish Borders|TD5|N|Scottish Borders||||Religion|Not Identified (Christian)|PointX|2015-12-01
41250064|Lyne and Manor Parish Church|06340459|322023|637984.5|1|116065816|0001000036531673|4|322004|638014.7|4000000006229999|7|35.6|||Peebles, Tweeddale|Scottish Borders|EH45|N|Scottish Borders||||Religion|Not Identified (Christian)|PointX|2015-12-01
76373723|East Craigs Church Centre|06340459|318638|673837|1|906293155|0001000036440344|3|318610.7|673841|4000000006243392|6|27.5|Bughtlin Park||Edinburgh|Lothian|EH12|N|City of Edinburgh||||Religion|Not Identified (Christian)|PointX|2015-12-01
76374433|Arbirlot Parish Church|06340459|360163|740557|1|117101260|0001000039673935|3|360143.6|740565|4000000004499082|5|20.9|||Arbirlot, Arbroath, Angus|Tayside|DD11|N|Angus||||Religion|Not Identified (Christian)|PointX|2015-12-01
41246201|Free Church|06340459|186569.6|688216.6|1|125020202|0001000039768982|6|186584.4|688229.3|4000000004871176|8|19.5||Manse Brae|Lochgilphead|Strathclyde|PA31|N|Argyll and Bute||||Religion|Other (Christian)|PointX|2015-12-01
41250291|St John's Church|06340459|243285|639934|1|127067777|0001000040084138|4|243226|639967.1|4000000005082502|7|67.6||Wardneuk Drive|Kilmarnock|Strathclyde|KA3|N|East Ayrshire||||Religion|Not Identified (Christian)|PointX|2015-12-01
41249339|Strathyre Church (The Old Church)|06340459|256191.2|717200.2|1|122046452|0001000039299001|5|256107.9|717233.4|4000000004313427|3|89.6||Strathyre|Callander|Central|FK18|N|Stirling||||Religion|Not Identified (Christian)|PointX|2015-12-01
41251342|Selma Church|06340459|190601.6|738547.6|1|125042312|0001000039276144|3|190621.6|738530.3|4000000004229829|6|26.5||Benderloch|Oban|Strathclyde|PA37|N|Argyll and Bute||||Religion|Not Identified (Christian)|PointX|2015-12-01
41249827|Applecross Free Church|06340459|171035|841769|1|130140692|0001000038769332|5|171047.4|841767|4000000003443247|4|12.5|Camusterrach|Applecross|Strathcarron|Highland|IV54|N|Highland||||Religion|Other (Christian)|PointX|2015-12-01
41251427|Church of Scotland Retreat (Kilmaluag Mission)|06340459|143122.9|874257.7|1|130149546|0001000038763111|4|143123.5|874270.6|4000000003447482|5|12.9|Kilmaluag|Portree|Isle of Skye|Inner Hebrides|IV51|N|Highland||||Religion|Church of Scotland (Christian)|PointX|2015-12-01
41251066|Old Parish Church of Arbroath|06340459|364406|741049|1|117115033|0001000039696697|10|364416.8|741055.9|5000005122290632|1|12.8||West Abbey Street|Arbroath|Tayside|DD11|N|Angus||||Religion|Not Identified (Christian)|PointX|2015-12-01
41247331|St Andrew's Church and Hall|06340459|319974.4|668756|1|906299326|0001000036451967|2|319993.9|668727.8|4000000006248794|7|34.3||Lanark Road|Juniper Green, Midlothian|Lothian|EH14|N|City of Edinburgh||||Religion|Not Identified (Christian)|PointX|2015-12-01
41247910|St Martin's Church (Gorgie Baptist Church)|06340459|323554.7|672592.5|1|906073218|0001000036521754|6|323577.6|672573.7|4000000006251757|7|29.6||Dalry Road|Edinburgh|Lothian|EH11|N|City of Edinburgh||||Religion|Baptist (Christian)|PointX|2015-12-01
20136058|Ebenezer|06340459|121963|896032|1|139006405|0001000038758786|4|121954.5|896016.8|4000000003446921|4|17.4||||Outer Hebrides|HS4|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17128482|Lonmay Parish Church|06340459|403834|860198|1|151122206|0001000039236935|4|403811.9|860213.1|4000000004189619|6|26.8||||Grampian|AB43|N|Aberdeenshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17138762|Penninghame St John's Church|06340459|240965|565411|1|137052199|0001000031450500|6|240977.1|565387.4|4000000006879396|8|26.5||||Dumfries and Galloway|DG8|N|Dumfries and Galloway||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288742|Church|06340459|109942|889505|1|139017937|0001000038757300|3|109953|889498.3|4000000003444676|8|12.8||||Outer Hebrides|HS3|N|Na h-Eileanan an Iar||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288842|Church|06340459|278121|855285|1|130149193|0001000038868564|7|278117|855267.6|4000000003513985|10|17.9||||Highland|IV2|N|Highland||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20288880|Church|06340459|327784|849175|1|133002333|0001000038948888|6|327766.7|849177.7|4000000003777597|10|17.5||||Grampian|AB38|N|Moray||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
18119337|Glenfincastle Chapel|06340459|288259|761101|1|124083194|0001000039328631|4|288265.4|761109.5|4000000004296439|6|10.6||||Tayside|PH16|N|Perth and Kinross||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
20257659|Place of Worship|06340459|371387|771112|1|151087532|0001000039721852|3|371373.7|771095.9|4000000004506038|5|20.9||||Grampian|AB30|N|Aberdeenshire||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20257675|Cedar Hall (Place of Worship)|06340459|227326|676438|1|119001583|0001000039857638|3|227348.5|676458.1|4000000005093437|7|30.2||||Strathclyde|PA16|N|Inverclyde||||Religion|Not Identified Generic Term|Ordnance Survey|2015-12-01
20129599|Mission Hall|06340459|255053|621845|1|127046544|0001000040305169|3|255068.2|621852.3|4000000005287790|12|16.9||||Strathclyde|KA18|N|East Ayrshire||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17176534|Panmure Church|06340459|350054|732849|1|117096762|0001000039636701|5|350070.9|732829|4000000004497423|6|26.2||||Tayside|DD5|N|Angus||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
17124990|Quoyloo Church|06340459|324598|1020758|1|134010674|0001000038655109|3|324658.3|1020760.1|4000000003262116|7|60.3||||Orkney|KW16|N|Orkney Islands||||Religion|Not Identified (Christian)|Ordnance Survey|2015-12-01
37197087|St James' Church|06340459|336922|672375|1|138044692|0001000036713538|3|336937|672362.2|4000000006259625|5|19.7|Salters Road|Wallyford|Musselburgh|Lothian|EH21|N|East Lothian||||Religion|Not Identified (Christian)|PointX|2015-12-01
41246167|Free Church|06340459|138933|869124|1|130126638|0001000038761784|3|138894.9|869128|4000000003448620|5|38.3|Kilmuir|Portree|Isle of Skye|Inner Hebrides|IV51|N|Highland||||Religion|Other (Christian)|PointX|2015-12-01
41246181|Parkhead Congregational Church|06340459|262691|664248.1|1|906700227217|0001000040503105|6|262675.7|664250.1|4000000005156168|6|15.5||Ravel Row|Glasgow|Strathclyde|G31|N|Glasgow City||||Religion|Other (Christian)|PointX|2015-12-01
41246195|St Peter's Church|06340459|325329.1|640464.7|1|116003849|0001000036556757|4|325328|640475.8|4000000006230050|6|11.1||Eastgate|Peebles, Tweeddale|Scottish Borders|EH45|N|Scottish Borders||||Religion|Not Identified (Christian)|PointX|2015-12-01
41246328|Viewfield Baptist Church|06340459|309458|687481|1|320188056|0001000036357879|4|309476.3|687487.1|4000000006374258|2|19.3||Viewfield Terrace|Dunfermline|Fife|KY12|N|Fife||||Religion|Baptist (Christian)|PointX|2015-12-01
41246882|St Columba's R C Church|06340459|339323.9|733524.6|1|9059055680|0001000039541904|8|339365.4|733521.1|4000000004487702|6|41.7||Derwent Avenue|Dundee|Tayside|DD3|N|Dundee City||||Religion|Roman Catholic (Christian)|PointX|2015-12-01
41248536|United Reformed Church of Christ|06340459|256986.3|662228.2|1|906700277569|0001000040354594|3|256991|662218.9|4000000005326559|6|10.4||Moss Side Road|Glasgow|Strathclyde|G41|N|Glasgow City||||Religion|United Reformed Church (Christian)|PointX|2015-12-01
41246919|Christadelphian Church|06340459|258049.8|661242.8|1|906700262223|0001000040407201|2|258041.8|661227.4|4000000005150842|6|17.4||Dundrennan Road|Glasgow|Strathclyde|G42|N|Glasgow City||||Religion|Other (Christian)|PointX|2015-12-01
41247329|Our Lady of Lourdes R C Church|06340459|309214|724556|1|124081077|0001000039362335|3|309208|724516.7|4000000004476493|6|39.8||Struan Road|Perth|Tayside|PH1|N|Perth and Kinross||||Religion|Roman Catholic (Christian)|PointX|2015-12-01
41247497|Cleland Baptist Church|06340459|280103.2|658322.5|1|118046570|0001000040854658|7|280095.5|658298.9|4000000005129711|8|24.9|Thistle Street|Cleland|Motherwell|Strathclyde|ML1|N|North Lanarkshire||||Religion|Baptist (Christian)|PointX|2015-12-01
41252147|St Colm's Church|06340459|235776.1|669927.8|1|119001498|0001000039987804|5|235775.7|669914.6|4000000005091108|5|13.2||Smithybrae|Kilmacolm|Strathclyde|PA13|N|Inverclyde||||Religion|Not Identified (Christian)|PointX|2015-12-01
41250561|Hobkirk Parish Church|06340459|358722|610895.1|1|116055742|0001000036799626|6|358659.9|610905|4000000006281198|7|62.9||Bonchester Bridge|Hawick|Scottish Borders|TD9|N|Scottish Borders||||Religion|Not Identified (Christian)|PointX|2015-12-01
41248249|Cornton Baptist Church and Hall|06340459|279487.6|695486.3|1|122035011|0001000040844205|10|279533.5|695421.9|4000000005381953|1|79.1||Johnston Avenue|Stirling|Central|FK9|N|Stirling||||Religion|Baptist (Christian)|PointX|2015-12-01
41246386|Rathen East Church|06340459|403285.5|862356.8|1|151122181|0001000039237024|4|403281|862318.5|4000000004190007|7|38.6||Cairness|Fraserburgh|Grampian|AB43|N|Aberdeenshire||||Religion|Not Identified (Christian)|PointX|2015-12-01
76372919|St Munda's Church|06340459|208202|757823|1|130087833|0001000039282519|6|208195.1|757843.7|4000000004297914|6|21.8|||Ballachulish, Argyll|Highland|PH49|N|Highland||||Religion|Not Identified (Christian)|PointX|2015-12-01
76372800|Church|06340459|352838|840171|1|151086612|0001000038991856|4|352853.5|840163.5|4000000003787266|7|17.2|Chapel Street||Huntly|Grampian|AB54|N|Aberdeenshire||||Religion|Not Identified (Christian)|PointX|2015-12-01
76372562|West UF Church|06340459|322392|671909|1|906111212|0001000036498634|4|322360.4|671939.4|4000000006250295|8|43.8|429|Gorgie Road|Edinburgh|Lothian|EH11|N|City of Edinburgh||||Religion|Not Identified (Christian)|PointX|2015-12-01
95724375|St Peter's Scottish Episcopal Church|06340459|349552.4|635579.4|1|116078426|0001000036759880|3|349577.3|635566.1|4000000006388438|1|28.2||Parsonage Road|Galashiels|Scottish Borders|TD1 3HS|Y|Scottish Borders|01896753118|||Religion|Scottish Episcopal (Christian)|118 Information|2015-12-01
95708751|Oldmachar Church|06340459|392725.2|812075.1|1|9051119594|0001000039164687|8|392704.6|812079.4|4000000003786337|8|21.1|Oldmachar Church|Ashwood Park|Bridge of Don, Aberdeen|Grampian|AB22 8PR|Y|Aberdeen City|01224709299|www.oldmacharchurch.org||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
91448436|Sacred Heart Catholic Church|06340459|276670.6|674952|1|118032986|0001000041038994|2|276686.4|674999.5|4000000005182322|6|50.1||Kyle Road|Cumbernauld, Glasgow|Strathclyde|G67 2DY|Y|North Lanarkshire|01236721387|||Religion|Roman Catholic (Christian)|118 Information|2015-12-01
95731947|Riverside Christian Church|06340459|342687|865620|1||0001000038971232|4|342684|865641|4000000003780331|5|21.2|24|East Church Street|Buckie|Grampian|AB56 1AE|N|Moray|01542833923|||Religion|Other (Christian)|118 Information|2015-12-01
41251518|Elleric Church|06340459|203333.5|748796|1|125066759|5000005108948101|1|203343.3|748787.3|4000000004315060|5|13.1||Fasnacloich|Appin, Argyll|Strathclyde|PA38|N|Argyll and Bute||||Religion|Not Identified (Christian)|PointX|2015-12-01
41252522|North Walls (St John's) Church|06340459|329772.1|991569.6|1|134010470|0001000038736492|4|329765.7|991586.8|4000000003374738|7|18.3||Lyness|Stromness|Orkney|KW16|N|Orkney Islands||||Religion|Not Identified (Christian)|PointX|2015-12-01
41250287|St Columba's Old Church|06340459|204628|626661|1|126059321|0001000039777097|4|204664.1|626650.5|4000000005067247|7|37.6||Whiting Bay|Isle of Arran|Strathclyde|KA27|N|North Ayrshire||||Religion|Not Identified (Christian)|PointX|2015-12-01
41252211|United Free Church|06340459|74062|868490|1|139018363|0001000038751250|4|74043.2|868504.4|4000000003423361|4|23.7||Knockintorran|Isle of North Uist|Outer Hebrides|HS6|N|Na h-Eileanan an Iar||||Religion|Other (Christian)|PointX|2015-12-01
41250653|Loanhead West Parish Church|06340459|327809.7|665397|1|120032000|0001000036600638|5|327801.4|665433.7|4000000006247400|5|37.7||The Loan|Loanhead|Lothian|EH20|N|Midlothian||||Religion|Not Identified (Christian)|PointX|2015-12-01
41251201|Southdean Parish Church|06340459|362420.8|610887|1|116053955|0001000036807371|5|362387.4|610896.4|4000000006281237|5|34.7||Chesters|Hawick|Scottish Borders|TD9|N|Scottish Borders||||Religion|Not Identified (Christian)|PointX|2015-12-01
41251309|St Nicholas Buccleuch Church|06340459|332968.6|667295.3|1|120033804|0001000036679772|3|332992.7|667302.7|4000000006258316|5|25.2||Old Edinburgh Road|Dalkeith|Lothian|EH22|N|Midlothian||||Religion|Not Identified (Christian)|PointX|2015-12-01
41251443|Bilston Mission Church|06340459|326175.9|664571|1|120031897|0001000036576536|4|326160.8|664557.9|4000000006247138|7|20|Castlelaw Crescent|Bilston|Roslin|Lothian|EH25|N|Midlothian||||Religion|Not Identified (Christian)|PointX|2015-12-01
41246400|Stoneyburn Pentecostal Church|06340459|297805.5|662602.7|1|200004134593|0001000036251193|3|297791.2|662620.6|4000000005396417|2|22.9|Main Street|Stoneyburn|Bathgate|Lothian|EH47|N|West Lothian||||Religion|Other (Christian)|PointX|2015-12-01
68801978|St Stephen R C Church|06340459|248773|671378|1|129005862|0001000040158320|4|248724.5|671407|4000000005142808|5|56.5|12|Park Road|Clydebank|Strathclyde|G81 3LD|N|West Dunbartonshire|01419521461|www.ststephensdalmuir.co.uk||Religion|Roman Catholic (Christian)|118 Information|2015-12-01
68807269|Ellon Baptist Church|06340459|396177|830965|1|151085409|0001000039216133|7|396200|830951.9|4000000003798284|7|26.5||Craigievar Crescent|Ellon|Grampian|AB41 9FE|Y|Aberdeenshire|01651842651|www.ellonbaptistchurch.org.uk||Religion|Baptist (Christian)|118 Information|2015-12-01
68802561|St Cuthbert's R C Church|06340459|269891|656282|1|484144668|0001000040888322|3|269897.2|656298.8|4000000005124160|5|17.9|98a|High Blantyre Road|Hamilton|Strathclyde|ML3 9HW|Y|South Lanarkshire|01698823105|||Religion|Roman Catholic (Christian)|118 Information|2015-12-01
68812813|Kelvinside Hillhead Parish Church|06340459|256634|667308|1|906700100839|0001000040360618|5|256596|667306|4000000005161940|7|38.1|Huntly Gardens||Glasgow|Strathclyde|G12 9AU|N|Glasgow City|01413342788|www.kelvinside-hillhead.org.uk||Religion|Not Identified (Christian)|118 Information|2015-12-01
68804473|St Michael's Parish Church|06340459|300234|677284|1|200004079049|0001000036276869|5|300197|677271|4000000006240590|6|39.2|Cross House|Kirkgate|Linlithgow|Lothian|EH49 7AL|Y|West Lothian|01506842188|www.stmichaelsparish.org.uk||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
68806523|Inveresk Church Hall|06340459|334300|672510|1|138042930|0001000036701162|8|334328|672520.9|4000000006258809|8|30.1|21a|Dalrymple Loan|Musselburgh|Lothian|EH21 7DH|Y|East Lothian|01316650713|||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
68802887|Auld Kirk of Ayr|06340459|233899|621919|1|141056380|0001000039922075|5|233948|621869|4000000005069115|6|70|Auld Kirk Halls|Blackfriars Walk|Ayr|Strathclyde|KA7 1TT|N|South Ayrshire|01292262938|||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
68804988|Church of Scotland|06340459|233879|543950|1|137009110|0001000036947554|4|233876.5|543965.8|4000000006876356|5|16|Church Street|Port William|Newton Stewart|Dumfries and Galloway|DG8 9QJ|N|Dumfries and Galloway|01671403521|||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
80779157|Kirkaldy Islamic Education and Cultural Society|06340459|328318|692084|1|320183126|0001000036637511|3|328321.1|692071.3|4000000006362235|3|13.1|1|St Marys Road||Fife|KY1|N|Fife|01592562679|||Religion|Islamic|PointX|2015-12-01
76375301|The Salvation Army|06340459|322358|671901|1|906111213|0001000036498661|6|322340|671917.5|4000000006250295|8|24.4|431|Gorgie Road|Edinburgh|Lothian|EH11|N|City of Edinburgh||www.salvationarmy.org.uk|The Salvation Army|Religion|Salvation Army (Christian)|PointX|2015-12-01
76374522|Church|06340459|278154|700945|1|122043166|1000000296004162|1|278127|700936.5|4000000004297158|5|28.3|Stirling Road||Dunblane|Central|FK15|N|Stirling||||Religion|Not Identified (Christian)|PointX|2015-12-01
68810509|The Church of Jesus Christ of Latter-day Saints|06340459|309889|686421|1|320188761|0001000036356440|3|309848.6|686411.1|4000000006270613|7|41.6|St Leonards Place|Limekilns|Dunfermline|Fife|KY11 3AA|N|Fife|01383733388|lds.org.uk|The Church of Jesus Christ of Latter-day Saints|Religion|Mormonism (Christian)|118 Information|2015-12-01
68797523|Moncreiff Parish Church|06340459|264806|655440|1|484031711|0001000040538886|3|264840.5|655428.3|4000000005115292|5|36.4||Maxwellton Road|East Kilbride, Glasgow|Strathclyde|G74 3JJ|Y|South Lanarkshire|01355223328|www.moncreiffparishchurch.org||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
68802928|Bargeddie Church of Scotland|06340459|269157|664730|1|906700239492|0001000040895159|3|269159.9|664706.1|4000000005172597|7|24.1||Manse Road|Baillieston, Glasgow|Strathclyde|G69 6UB|Y|Glasgow City|01417711322|||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
68810131|Queen Street Church|06340459|394381|806548|1|9051081936|0001000039194068|3|394398.4|806536.6|4000000003785118|8|20.8|79|Queen Street|Aberdeen|Grampian|AB10 1AN|Y|Aberdeen City|01224643567|||Religion|Not Identified (Christian)|118 Information|2015-12-01
68784591|Langside Hebrew Congregation|06340459|257943|662564|1|906700290941|0001000040387345|4|257924.8|662584.2|4000000005326371|4|27.2|125|Niddrie Road|Glasgow|Strathclyde|G42 8QA|Y|Glasgow City|01414234062|||Religion|Judaism|118 Information|2015-12-01
76237881|Greyfriars Kirk|06340459|325636|673266|1|906269936|0001000036564050|6|325685.2|673274.4|4000000006263480|9|49.9|Greyfriars Place||Edinburgh|Lothian|EH1 2QQ|N|City of Edinburgh|01312251900|www.greyfriarskirk.com||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
68801977|St Mary Magdalene's Parish|06340459|330133|672522|1|906302595|0001000036665307|2|330143.1|672500.3|4000000006256440|6|24|Bingham Avenue||Edinburgh|Lothian|EH15 3HY|N|City of Edinburgh|01316695447|www.stmarymagdalenes.co.uk||Religion|Roman Catholic (Christian)|118 Information|2015-12-01
68810612|Greyfriars Parish Church|06340459|288123|643667|1|484139603|0001000036144551|7|288124.6|643679.2|4000000005120319|6|12.3|Bloomgate||Lanark|Strathclyde|ML11 9HU|N|South Lanarkshire|01555661510|www.lanarkgreyfriars.com||Religion|Not Identified (Christian)|118 Information|2015-12-01
68808969|Portlethen Parish Church|06340459|392379|796601|1|151130633|0001000039749215|4|392373|796629.2|4000000004575613|2|28.8|Church Hall||Portlethen, Aberdeen|Grampian|AB12 4QP|Y|Aberdeenshire|01224782883|www.portlethenparishchurch.com||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
68804337|Church of Holy Rood|06340459|356338|734854|1|117081006|0001000039659168|7|356347.1|734830.8|4000000004498172|8|24.9|60|Maule Street|Carnoustie|Tayside|DD7 6AB|Y|Angus|01382562244|||Religion|Not Identified (Christian)|118 Information|2015-12-01
68797583|St Joseph's R C Church|06340459|392671|808656|1|9051119216|0001000039157368|6|392662.3|808681|4000000003785961|6|26.5|2|Tanfield Walk|Aberdeen|Grampian|AB24 4AQ|Y|Aberdeen City|01224484226|||Religion|Roman Catholic (Christian)|118 Information|2015-12-01
68806388|St Fillan's Catholic Church|06340459|285822|721118|1|124054465|0001000039320459|4|285858.4|721166.5|4000000004299902|5|60.6|St. Fillans RC Chapel House|Ford Road|Crieff|Tayside|PH7 3HN|Y|Perth and Kinross|01764653269|||Religion|Roman Catholic (Christian)|118 Information|2015-12-01
68807608|Elim Pentecostal Church|06340459|303582|669249|1|200004156318|0001000036299829|6|303597.3|669246.3|4000000006385565|1|15.5|Knightsridge West|Fells Rigg|Livingston|Lothian|EH54 8RH|N|West Lothian|01506497012|||Religion|Elim Pentecostal Church (Christian)|118 Information|2015-12-01
68810824|Arthurlie Parish Church|06340459|250058|658804|1|131042685|0001000040186201|2|250058|658839|4000000005108322|7|35|Ralston Road|Barrhead|Glasgow|Strathclyde|G78 2QQ|N|East Renfrewshire|01418818442|||Religion|Not Identified (Christian)|118 Information|2015-12-01
68802661|Cornerstone Full Gospel Church|06340459|316701.1|684550.6|1|320189488|0001000036424538|4|316724.2|684551.3|4000000006246410|9|23.1|||Aberdour, Burntisland|Fife|KY3 0RY|Y|Fife|01383825095|||Religion|Other (Christian)|118 Information|2015-12-01
68785977|St Patrick's Diocese of Motherwell|06340459|270683|644487|1|484157119|0001000040900876|8|270691.3|644501.8|4000000005118761|10|17|52|Stonehouse Road|Strathaven|Strathclyde|ML10 6LF|Y|South Lanarkshire|01357520104|||Religion|Roman Catholic (Christian)|118 Information|2015-12-01
68804990|The Church of Jesus Christ of Latter-day Saints|06340459|232230|639007|1|126066832|0001000039912478|7|232243.2|638986.6|4000000005078920|5|24.3|Bank Street||Irvine|Strathclyde|KA12 0AJ|N|North Ayrshire|01294273046|lds.org.uk|The Church of Jesus Christ of Latter-day Saints|Religion|Mormonism (Christian)|118 Information|2015-12-01
78314650|Holy Trinity & All Saints' Church|06340459|274530|664958|1|118172961|0001000040990296|4|274518.9|664924.7|4000000005173823|5|35.1|293|Muiryhall Street East|Coatbridge|Strathclyde|ML5 3RZ|Y|North Lanarkshire|01236441110|www.holytrinity-allsaints.co.uk||Religion|Roman Catholic (Christian)|118 Information|2015-12-01
78535844|Stevenston High Kirk|06340459|226606|642159|1|126067204|0001000039845264|4|226573|642115|4000000005075752|6|55|Stevenston High Kirk Manse|Schoolwell Street|Stevenston|Strathclyde|KA20 3DL|Y|North Ayrshire|01294463356|www.highkirk.com||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
91433188|Larbert East Church|06340459|287039.9|682967.4|1|136013666|0001000036134704|2|287062.1|682974.4|4000000005187392|7|23.2||Main Street|Stenhousemuir, Larbert|Central|FK5 4QB|Y|Falkirk|01324555047|www.larberteastchurch.com||Religion|Church of Scotland (Christian)|118 Information|2015-12-01
